car name;price;engine_capacity;cylinder;horse_power;top_speed;seats;brand;country
Alfa Romeo Giulietta 2021 Veloce;BHD 13,500;1.8;4;241;244;5 Seater;alfa-romeo;bahrain
Toyota Land Cruiser Prado 2021 2.7L GXR;BHD 14,699;2.7;4;164;170;7 Seater;toyota;bahrain
Nissan Maxima 2021 3.5L SV;BHD 12,995;3.5;6;300;211;5 Seater;nissan;bahrain
Audi Q3 2021 35 TFSI quattro (150 HP);BHD 13,500;1.4;4;150;217;5 Seater;audi;bahrain
Kia Sorento 2021 2.5L Base Option (AWD);BHD 11,500;2.5;4;191;200;7 Seater;kia;bahrain
Kia Sorento 2021 2.5L (FWD);BHD 12,900;2.5;4;178;190;7 Seater;kia;bahrain
Maxus V80 18-Seater 2021 2.5L Passenger Van (M/T);BHD 10,500;2.5;4;136;150;18 Seater;maxus;bahrain
Audi Q3 2021 30 TFSI Design (150 HP);BHD 13,200;1.4;4;150;204;5 Seater;audi;bahrain
Kia Sorento 2021 2.5L (AWD);BHD 15,000;2.5;4;178;190;7 Seater;kia;bahrain
BMW 3 Series 2021 318i;BHD 13,900;1.5;4;136;210;5 Seater;bmw;bahrain
Mini Countryman 2021 Cooper;BHD 14,500;1.5;3;136;200;5 Seater;mini;bahrain
Audi Q3 2021 35 TFSI Design quattro (150 HP);BHD 14,000;1.4;4;150;217;5 Seater;audi;bahrain
BMW 1 Series 2021 118i;BHD 14,000;1.5;4;140;213;5 Seater;bmw;bahrain
Toyota FJ Cruiser 2021 4.0L GXR;BHD 14,280;4;6;270;180;5 Seater;toyota;bahrain
Audi Q3 2021 40 TFSI Design quattro (220 HP);BHD 14,500;2;4;220;233;5 Seater;audi;bahrain
Mazda CX-9 2021 2.5T Classic (4x2);BHD 12,700;2.5;4;226;210;7 Seater;mazda;bahrain
Audi A4 2021 30 TFSI Basic (150 HP);BHD 14,300;1.4;4;150;210;5 Seater;audi;bahrain
Toyota Fortuner 2021 4.0L VXR;BHD 14,699;4;6;235;187;7 Seater;toyota;bahrain
Jeep Grand Cherokee 2021 3.6L Laredo 4x2;BHD 12,999;3.6;6;290;190;5 Seater;jeep;bahrain
Mini Hatch 2021 5-Door Cooper;BHD 13,400;1.5;3;136;207;5 Seater;mini;bahrain
Audi A4 2021 30 TFSI Design (150 HP);BHD 15,700;1.4;4;150;210;5 Seater;audi;bahrain
Dodge Charger 2021 3.6L GT;BHD 12,900;3.6;6;300;210;5 Seater;dodge;bahrain
BMW X1 2021 sDrive18i;BHD 15,400;2;4;150;202;5 Seater;bmw;bahrain
Ford Taurus 2021 3.5L V6 LTD;BHD 15,000;3.5;6;288;200;5 Seater;ford;bahrain
Audi A4 2021 40 TFSI Basic (190 HP);BHD 15,300;2;4;190;240;5 Seater;audi;bahrain
Ford Mustang 2021 2.3L EcoBoost Fastback A/T;BHD 17,500;2.3;4;310;240;4 Seater;ford;bahrain
Infiniti Q50 2021 2.0T Premium;BHD 14,900;2;4;208;245;5 Seater;infiniti;bahrain
Audi A4 2021 30 TFSI Sport (150 HP);BHD 15,700;1.4;4;150;210;5 Seater;audi;bahrain
Dodge Charger 2021 3.6L GTS;BHD 14,300;3.6;6;300;210;5 Seater;dodge;bahrain
Audi A3 Sportback 2021 S3 (286 HP) quattro;BHD 15,600;2;4;286;250;5 Seater;audi;bahrain
Land Rover Discovery Sport 2021 2.0T S (AWD);BHD 15,900;2;4;240;200;5 Seater;land-rover;bahrain
BMW 2 Series Active Tourer 2021 218i;BHD 16,000;1.5;3;136;205;5 Seater;bmw;bahrain
Lexus IS 2021 200t Classic;BHD 16,000;2;4;241;230;5 Seater;lexus;bahrain
Jaguar XE 2021 2.0T Pure (200 PS);BHD 15,900;2;4;197;238;5 Seater;jaguar;bahrain
BMW 1 Series 2021 120i;BHD 16,000;1.6;4;177;222;5 Seater;bmw;bahrain
Mini Hatch 2021 3-Door Cooper S;BHD 14,500;2;4;192;235;4 Seater;mini;bahrain
Jaguar XE 2021 Base 2.0;BHD 16,900;2;4;200;237;5 Seater;jaguar;bahrain
Subaru WRX 2021 2.5T STi Standard;BHD 16,500;2.5;4;300;250;5 Seater;subaru;bahrain
Dodge Charger 2021 6.4L R/T Scatpack;BHD 19,500;6.4;8;485;281;5 Seater;dodge;bahrain
Jaguar XE 2021 2.0 Prestige;BHD 16,900;2;4;200;237;5 Seater;jaguar;bahrain
Jaguar XE 2021 2.0 Portfolio;BHD 16,900;2;4;200;237;5 Seater;jaguar;bahrain
Mercedes-Benz GLA 2021 250 4MATIC;BHD 16,400;2;4;211;230;5 Seater;mercedes-benz;bahrain
Audi A5 Sportback 2021 1.8L (170 HP);BHD 16,600;1.8;4;170;220;5 Seater;audi;bahrain
GMC Acadia 2021 3.6L SLT1 (FWD);BHD 16,800;3.6;6;310;210;7 Seater;gmc;bahrain
Audi A4 2021 40 TFSI Sport (190 HP);BHD 16,300;2;4;190;240;5 Seater;audi;bahrain
Audi A4 2021 40 TFSI Design (190 HP);BHD 16,300;2;4;190;240;5 Seater;audi;bahrain
Jeep Grand Cherokee 2021 3.6L Limited;BHD 17,000;3.6;6;290;190;5 Seater;jeep;bahrain
BMW 3 Series 2021 320d;BHD 16,900;2;4;190;235;5 Seater;bmw;bahrain
Ford Mustang 2021 2.3L EcoBoost Fastback M/T;BHD 15,995;2.3;4;310;240;4 Seater;ford;bahrain
Dodge Charger 2021 5.7L Daytona 392;BHD 16,500;5.7;8;375;250;5 Seater;dodge;bahrain
Jaguar XF 2021 2.0 i4Turbo Luxury;BHD 16,900;2;4;235;241;5 Seater;jaguar;bahrain
Dodge Charger 2021 5.7L R/T;BHD 15,400;5.7;8;370;250;5 Seater;dodge;bahrain
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP);BHD 17,000;2;4;290;250;5 Seater;audi;bahrain
Dodge Charger 2021 5.7L R/T Highline;BHD 17,500;5.7;8;370;250;5 Seater;dodge;bahrain
BMW 2 Series Coupe 2021 218i;BHD 17,500;1.5;3;136;215;4 Seater;bmw;bahrain
Jaguar XE 2021 2.0T R-Sport (200 PS);BHD 17,900;2;4;197;238;5 Seater;jaguar;bahrain
Audi A4 2021 45 TFSI quattro Sport (252 HP);BHD 18,500;2;4;252;250;5 Seater;audi;bahrain
Jaguar XE 2021 2.0T Prestige (250 PS);BHD 17,900;2;4;247;250;5 Seater;jaguar;bahrain
Jaguar XE 2021 2.0T R-Dynamic (250 PS);BHD 18,500;2;4;250;250;5 Seater;jaguar;bahrain
BMW 1 Series 2021 125i;BHD 18,000;2;4;218;243;5 Seater;bmw;bahrain
Land Rover Discovery Sport 2021 2.0L Si4 SE (4WD);BHD 17,900;2;4;236;200;5 Seater;land-rover;bahrain
Jaguar F-Pace 2021 2.0T Pure (250 PS);BHD 18,000;2;4;246;217;5 Seater;jaguar;bahrain
Infiniti QX60 2021 3.5L Luxe;BHD 18,000;3.5;6;295;195;7 Seater;infiniti;bahrain
Audi A4 2021 45 TFSI quattro Design (252 HP);BHD 18,500;2;4;252;250;5 Seater;audi;bahrain
GMC Acadia 2021 3.6L SLT2 (AWD);BHD 18,700;3.6;6;310;210;7 Seater;gmc;bahrain
Lexus IS 2021 200t Exclusive;BHD 18,900;2;4;241;230;5 Seater;lexus;bahrain
Jaguar XE 2021 2.0T Pure (300 PS);BHD 18,800;2;4;297;250;5 Seater;jaguar;bahrain
Jaguar XE 2021 2.0T Portfolio (200 PS);BHD 18,800;2;4;197;238;5 Seater;jaguar;bahrain
Jaguar XF 2021 2.0T Pure (250 PS);BHD 18,900;2;4;250;244;5 Seater;jaguar;bahrain
Ford Mustang 2021 2.3L EcoBoost Fastback Premium;BHD 18,900;2.3;4;310;240;4 Seater;ford;bahrain
Chevrolet Suburban 2021 5.3L LS 4WD;BHD 20,000;5.3;8;355;175;9 Seater;chevrolet;bahrain
BMW 2 Series Coupe 2021 220i;BHD 18,500;2;4;184;230;4 Seater;bmw;bahrain
BMW 4 Series Coupe 2021 420i;BHD 18,900;2;4;184;236;4 Seater;bmw;bahrain
BMW Z4 Roadster 2021 sDrive18i;BHD 18,900;2;4;156;220;2 Seater;bmw;bahrain
Audi A5 Coupe 2021 40 TFSI Sport (190 HP);BHD 19,300;2;4;190;240;4 Seater;audi;bahrain
Mercedes-Benz C-Class Coupe 2021 C 200;BHD 19,000;2;4;204;245;4 Seater;mercedes-benz;bahrain
Jaguar XE 2021 2.0T Portfolio (250 PS);BHD 19,500;2;4;247;250;5 Seater;jaguar;bahrain
Toyota Land Cruiser Prado 2021 4.0L VXR;BHD 19,110;4;6;271;200;7 Seater;toyota;bahrain
Chrysler 300C 2021 5.7L V8 Luxury;BHD 18,000;5.7;8;363;234;5 Seater;chrysler;bahrain
Audi A5 Coupe 2021 40 TFSI Design (190 HP);BHD 19,300;2;4;190;240;4 Seater;audi;bahrain
Mercedes-Benz C-Class 2021 C 250;BHD 19,000;2;4;211;250;5 Seater;mercedes-benz;bahrain
Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP);BHD 19,200;2;4;252;250;5 Seater;audi;bahrain
BMW 4 Series Gran Coupe 2021 420i;BHD 19,000;2;4;184;236;4 Seater;bmw;bahrain
Volvo S90 2021 T5 FWD Inscription;BHD 22,995;2;4;254;230;5 Seater;volvo;bahrain
Mini Hatch 2021 John Cooper Works (3-Door);BHD 17,400;2;4;231;246;4 Seater;mini;bahrain
Audi TT 2021 45 TFSI (230 HP);BHD 19,400;2;4;230;250;2 Seater;audi;bahrain
Jaguar F-Pace 2021 2.0T Pure (300 PS);BHD 19,800;2;4;296;233;5 Seater;jaguar;bahrain
Jaguar XE 2021 2.0T R-Sport (300 PS);BHD 19,900;2;4;297;250;5 Seater;jaguar;bahrain
Land Rover Discovery Sport 2021 2.0T HSE (AWD);BHD 19,900;2;4;240;200;5 Seater;land-rover;bahrain
Lexus NX 2021 300 Platinum;BHD 18,060;2;4;235;200;5 Seater;lexus;bahrain
Ford Mustang 2021 2.3L EcoBoost Convertible;BHD 19,500;2.3;4;310;240;4 Seater;ford;bahrain
Jaguar F-Pace 2021 2.0T SE (250 PS);BHD 19,800;2;4;246;217;5 Seater;jaguar;bahrain
Jaguar F-Pace 2021 2.0T R-Sport (250 PS);BHD 19,800;2;4;246;217;5 Seater;jaguar;bahrain
BMW 2 Series Active Tourer 2021 225i;BHD 20,000;2;4;231;238;5 Seater;bmw;bahrain
Audi TT Roadster 2021 45 TFSI (230 HP);BHD 20,500;2;4;230;250;2 Seater;audi;bahrain
Mercedes-Benz C-Class Coupe 2021 C 250;BHD 20,100;2;4;211;240;4 Seater;mercedes-benz;bahrain
Audi TT 2021 45 TFSI quattro (230 HP);BHD 20,300;2;4;230;250;2 Seater;audi;bahrain
Infiniti QX60 2021 3.5L Luxe Sensory;BHD 20,000;3.5;6;295;195;7 Seater;infiniti;bahrain
Mercedes-Benz SLC 2021 300;BHD 20,400;2;4;245;250;2 Seater;mercedes-benz;bahrain
Audi A5 Cabriolet 2021 35 TFSI (170 HP);BHD 20,500;1.8;4;170;213;4 Seater;audi;bahrain
Jaguar XF 2021 2.0T Prestige (250 PS);BHD 20,300;2;4;250;244;5 Seater;jaguar;bahrain
Jaguar XF 2021 2.0 T R Sport;BHD 20,900;2;4;235;241;5 Seater;jaguar;bahrain
Jaguar XF 2021 2.0 T Portfolio;BHD 20,900;2;4;235;241;5 Seater;jaguar;bahrain
Audi A5 Sportback 2021 3.0L (272 HP);BHD 21,000;3;6;272;250;5 Seater;audi;bahrain
Jaguar XF 2021 2.0 T Prestige;BHD 20,900;2;4;235;241;5 Seater;jaguar;bahrain
Audi A3 Sportback 2021 RS3 (367 HP) quattro;BHD 21,100;2.5;5;367;250;5 Seater;audi;bahrain
Porsche 718 2021 Cayman;BHD 23,219;2;4;300;275;2 Seater;porsche;bahrain
Lexus IS 2021 350 F-Sport Prestige;BHD 20,475;3.5;6;311;235;5 Seater;lexus;bahrain
Jaguar XF 2021 2.0 i4Turbo Premium Luxury;BHD 20,900;2;4;235;241;5 Seater;jaguar;bahrain
BMW 4 Series Gran Coupe 2021 428i;BHD 21,000;2;4;245;250;4 Seater;bmw;bahrain
Jaguar F-Pace 2021 2.0T R-Sport (300 PS);BHD 21,000;2;4;296;233;5 Seater;jaguar;bahrain
BMW 4 Series Coupe 2021 428i;BHD 21,900;2;4;245;250;4 Seater;bmw;bahrain
Jaguar XF 2021 2.0T R-Dynamic HSE (250 PS);BHD 21,400;2;4;250;244;5 Seater;jaguar;bahrain
Mercedes-Benz C-Class 2021 C 350 e;BHD 21,500;2;4;275;209;5 Seater;mercedes-benz;bahrain
Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP);BHD 21,900;2;4;252;250;5 Seater;audi;bahrain
Jaguar XF 2021 2.0T Portfolio (250 PS);BHD 21,700;2;4;247;244;5 Seater;jaguar;bahrain
Lexus GX 2021 460 Premier;BHD 21,945;4.6;8;292;177;7 Seater;lexus;bahrain
Jaguar F-Pace 2021 2.0T Prestige (300 PS);BHD 21,200;2;4;296;233;5 Seater;jaguar;bahrain
Audi TT Roadster 2021 45 TFSI quattro (230 HP);BHD 21,400;2;4;230;250;2 Seater;audi;bahrain
Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP);BHD 21,900;2;4;252;250;4 Seater;audi;bahrain
Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP);BHD 21,900;2;4;252;250;4 Seater;audi;bahrain
Jaguar XF 2021 2.0T Prestige (300 PS);BHD 21,700;2;4;297;250;5 Seater;jaguar;bahrain
BMW 2 Series Convertible 2021 220i;BHD 21,500;2;4;184;226;4 Seater;bmw;bahrain
BMW 2 Series Coupe 2021 230i;BHD 22,000;2;4;252;250;4 Seater;bmw;bahrain
Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP);BHD 22,400;2;4;252;250;4 Seater;audi;bahrain
Alfa Romeo Stelvio 2021 Super;BHD 22,000;2;4;280;230;5 Seater;alfa-romeo;bahrain
Porsche 718 2021 Boxster;BHD 24,670;2;4;300;275;2 Seater;porsche;bahrain
Mercedes-Benz C-Class Coupe 2021 C 350;BHD 22,200;3.5;6;301;250;4 Seater;mercedes-benz;bahrain
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC;BHD 22,100;2;4;381;250;5 Seater;mercedes-benz;bahrain
Infiniti Q50 2021 3.5L Hybrid Blue Sport;BHD 21,000;3.5;6;350;250;5 Seater;infiniti;bahrain
Mercedes-Benz GLC Coupe 2021 250 4MATIC;BHD 21,900;2;4;211;222;5 Seater;mercedes-benz;bahrain
Mercedes-Benz C-Class 2021 C 400 4MATIC;BHD 22,400;3;6;333;250;5 Seater;mercedes-benz;bahrain
Land Rover Range Rover Velar 2021 2.0L S (250 PS);BHD 22,300;2;4;250;217;5 Seater;land-rover;bahrain
Jaguar XF 2021 3.0 V6 SC Luxury;BHD 21,900;3;6;335;250;5 Seater;jaguar;bahrain
Jaguar F-Type Coupe 2021 2.0T (300 PS);BHD 22,500;2;4;300;250;2 Seater;jaguar;bahrain
Jaguar XF 2021 2.0T R-Sport (300 PS);BHD 22,800;2;4;297;250;5 Seater;jaguar;bahrain
Mercedes-Benz E-Class Coupe 2021 E 250;BHD 22,900;1.8;4;211;250;4 Seater;mercedes-benz;bahrain
BMW 1 Series 2021 m135i;BHD 22,500;3;6;326;250;5 Seater;bmw;bahrain
Mercedes-Benz E-Class Coupe 2021 E 200;BHD 22,600;2;4;184;240;4 Seater;mercedes-benz;bahrain
BMW Z4 Roadster 2021 sDrive30i;BHD 23,000;2;4;258;250;2 Seater;bmw;bahrain
BMW 4 Series Convertible 2021 428i;BHD 23,000;2;4;245;250;4 Seater;bmw;bahrain
Land Rover Discovery Sport 2021 2.0L Si4 HSE Luxury (4WD);BHD 22,900;2;4;235;200;5 Seater;land-rover;bahrain
Jeep Grand Cherokee 2021 Summit 5.7L;BHD 23,000;5.7;8;350;181;5 Seater;jeep;bahrain
Audi A3 Sedan 2021 RS3 (400 HP);BHD 11,900;2.5;5;394;280;5 Seater;audi;bahrain
Lexus RX 2021 350 Prestige;BHD 23,100;3.5;6;296;200;5 Seater;lexus;bahrain
Land Rover Discovery 2021 3.0L SC V6 S;BHD 23,100;3;6;335;215;7 Seater;land-rover;bahrain
Jaguar F-Pace 2021 2.0T Portfolio (250 PS);BHD 23,300;2;4;246;217;5 Seater;jaguar;bahrain
Lexus RC 2021 350 Platinum;BHD 19,000;3.5;6;314;230;4 Seater;lexus;bahrain
Jaguar XE 2021 S 3.0 with In Touch Control;BHD 23,400;3;6;335;250;5 Seater;jaguar;bahrain
Porsche 718 2021 Cayman S;BHD 27,356;2.5;4;350;285;2 Seater;porsche;bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 200;BHD 24,000;2;4;184;235;4 Seater;mercedes-benz;bahrain
BMW Z4 Roadster 2021 sDrive35i;BHD 25,000;3;6;306;250;2 Seater;bmw;bahrain
Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS);BHD 24,400;2;4;300;250;2 Seater;jaguar;bahrain
Jaguar XF 2021 3.0 V6 SC Premium Luxury;BHD 23,900;3;6;335;250;5 Seater;jaguar;bahrain
Jaguar XE 2021 S 3.0L (380 PS);BHD 24,300;3;6;375;250;5 Seater;jaguar;bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 250;BHD 24,100;2;4;211;245;4 Seater;mercedes-benz;bahrain
Jaguar F-Pace 2021 2.0T Portfolio (300 PS);BHD 24,700;2;4;296;233;5 Seater;jaguar;bahrain
Lexus GX 2021 460 Prestige;BHD 24,900;4.6;8;292;200;7 Seater;lexus;bahrain
Land Rover Range Rover Velar 2021 2.0L SE (250 PS);BHD 24,000;2;4;246;217;5 Seater;land-rover;bahrain
Lexus RC 2021 350 F Sport;BHD 23,520;3.5;6;314;230;4 Seater;lexus;bahrain
Porsche 718 2021 Boxster S;BHD 28,807;2.5;4;350;285;2 Seater;porsche;bahrain
BMW 4 Series Gran Coupe 2021 435i;BHD 25,500;3;6;306;250;4 Seater;bmw;bahrain
Land Rover Discovery 2021 3.0L V6 SE (360 HP);BHD 25,700;3;6;360;215;7 Seater;land-rover;bahrain
BMW 2 Series Convertible 2021 230i;BHD 25,500;2;4;252;250;4 Seater;bmw;bahrain
Audi A7 2021 35 FSI quattro (220 HP);BHD 25,300;2.8;6;220;235;5 Seater;audi;bahrain
BMW 3 Series 2021 340i;BHD 25,500;3;6;326;250;5 Seater;bmw;bahrain
Mercedes-Benz SLC 2021 43 AMG;BHD 25,300;3;6;367;250;2 Seater;mercedes-benz;bahrain
BMW 5 Series 2021 530i;BHD 25,500;2;4;252;250;5 Seater;bmw;bahrain
Mercedes-Benz GLC Coupe 2021 300 4MATIC;BHD 25,600;2;4;245;236;5 Seater;mercedes-benz;bahrain
Jaguar XF 2021 2.0T Portfolio (300 PS);BHD 25,000;2;4;297;250;5 Seater;jaguar;bahrain
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+;BHD 25,000;2;4;421;250;5 Seater;mercedes-benz;bahrain
Alfa Romeo Stelvio 2021 Quadrifoglio;BHD 41,900;2.9;6;510;283;5 Seater;alfa-romeo;bahrain
Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP);BHD 25,500;3;6;354;250;4 Seater;audi;bahrain
Mercedes-Benz E-Class Coupe 2021 E 300;BHD 26,600;2;4;245;250;4 Seater;mercedes-benz;bahrain
Audi Q7 2021 40 TFSI CS quattro (252 HP);BHD 26,200;2;4;252;210;5 Seater;audi;bahrain
Mercedes-Benz GLE-Class 2021 450 4MATIC;BHD 26,400;3;6;367;250;5 Seater;mercedes-benz;bahrain
Jaguar F-Type Coupe 2021 3.0L V6 (340 PS);BHD 26,000;3;6;335;260;2 Seater;jaguar;bahrain
BMW 4 Series Coupe 2021 435i;BHD 26,000;3;6;306;250;4 Seater;bmw;bahrain
BMW 1 Series 2021 m135i xDrive;BHD 26,500;3;6;326;250;5 Seater;bmw;bahrain
Jaguar F-Type Convertible 2021 2.0T (300 PS);BHD 26,000;2;4;300;249;2 Seater;jaguar;bahrain
Audi A7 2021 40 TFSI (252 HP);BHD 25,900;2;4;252;250;5 Seater;audi;bahrain
Land Rover Range Rover Velar 2021 2.0L HSE (250 PS);BHD 26,900;2;4;246;217;5 Seater;land-rover;bahrain
Audi A7 2021 40 TFSI quattro (252 HP);BHD 26,200;2;4;252;250;5 Seater;audi;bahrain
Jaguar XJ 2021 i4Turbo Luxury;BHD 26,900;2;4;235;241;5 Seater;jaguar;bahrain
Jaguar XF 2021 3.0 V6 SC R Sport;BHD 27,900;3;6;335;250;5 Seater;jaguar;bahrain
Lexus GX 2021 460 Platinum;BHD 27,900;4.6;8;292;177;7 Seater;lexus;bahrain
Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC;BHD 27,200;3;6;367;250;5 Seater;mercedes-benz;bahrain
BMW Z4 Roadster 2021 sDriveM40i;BHD 27,000;3;6;340;250;2 Seater;bmw;bahrain
Land Rover Discovery 2021 3.0L V6 HSE (360 HP);BHD 27,300;3;6;360;215;7 Seater;land-rover;bahrain
BMW 5 Series Gran Turismo 2021 535i;BHD 27,500;3;6;306;250;5 Seater;bmw;bahrain
BMW X4 2021 xDrive 20i;BHD 27,000;2;4;184;215;5 Seater;bmw;bahrain
Jaguar XF 2021 3.0L SC S (380 PS);BHD 27,200;3;6;377;250;5 Seater;jaguar;bahrain
Jaguar XF 2021 3.0 V6 SC Premium Luxury Sport Pack;BHD 27,900;3;6;335;250;5 Seater;jaguar;bahrain
Chevrolet Camaro Coupe 2021 6.2L ZL1;BHD 29,900;6.2;8;650;250;4 Seater;chevrolet;bahrain
Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP);BHD 28,500;3;6;354;250;4 Seater;audi;bahrain
Audi Q7 2021 40 TFSI Sport quattro (252 HP);BHD 28,500;2;4;252;210;5 Seater;audi;bahrain
Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP);BHD 28,400;3;6;354;250;5 Seater;audi;bahrain
BMW 5 Series 2021 530i xDrive;BHD 29,000;2;4;252;250;5 Seater;bmw;bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 300;BHD 28,200;2;4;245;250;4 Seater;mercedes-benz;bahrain
BMW 4 Series Convertible 2021 435i;BHD 28,000;3;6;306;250;4 Seater;bmw;bahrain
Toyota Land Cruiser 2021 4.6L GXR GT;BHD 26,565;4.6;8;304;200;8 Seater;toyota;bahrain
BMW 2 Series Coupe 2021 M240i;BHD 29,000;3;6;340;250;4 Seater;bmw;bahrain
Audi A7 2021 50 TFSI quattro (333 HP);BHD 28,900;3;6;333;250;5 Seater;audi;bahrain
Jaguar XJ 2021 3.0 V6 SC R-Sport SWB;BHD 29,900;3;6;340;250;5 Seater;jaguar;bahrain
Jaguar F-Type Coupe 2021 3.0L V6;BHD 29,900;3;6;335;260;2 Seater;jaguar;bahrain
Jaguar XJ 2021 3.0 V6 SC R-Sport LWB;BHD 29,900;3;6;340;250;5 Seater;jaguar;bahrain
Maserati Ghibli 2021 3.0T V6;BHD 37,500;3;6;350;267;5 Seater;maserati;bahrain
Jaguar F-Type Convertible 2021 3.0L V6 (340 PS);BHD 29,400;3;6;335;260;2 Seater;jaguar;bahrain
Jaguar XJ 2021 3.0 V6 SC Diamond Edition;BHD 29,900;3;6;335;250;5 Seater;jaguar;bahrain
Jaguar F-Pace 2021 S 3.0L V6 (380 PS);BHD 29,500;3;6;375;250;5 Seater;jaguar;bahrain
Audi RS4 Avant 2021 4.2 (450 BHP);BHD 29,000;4.2;8;450;250;5 Seater;audi;bahrain
Jaguar XJ 2021 3.0L SC Luxury SWB (340 PS);BHD 29,800;3;6;335;250;5 Seater;jaguar;bahrain
Jaguar XJ 2021 2.0T Luxury LWB;BHD 29,900;2;4;240;240;5 Seater;jaguar;bahrain
Genesis G90 2021 5.0L V8 Royal;BHD 34,500;5;8;407;240;5 Seater;genesis;bahrain
Jaguar XJ 2021 2.0T Luxury SWB;BHD 29,900;2;4;240;240;5 Seater;jaguar;bahrain
Audi Q7 2021 40 TFSI Design quattro (252 HP);BHD 31,400;2;4;252;210;5 Seater;audi;bahrain
Audi Q7 2021 45 TFSI Sport quattro (333 HP);BHD 31,500;3;6;333;250;5 Seater;audi;bahrain
Jaguar XJ 2021 3.0L Luxury LWB (340 PS);BHD 30,400;3;6;340;250;5 Seater;jaguar;bahrain
BMW X4 2021 xDrive 30i;BHD 31,000;2;4;252;240;5 Seater;bmw;bahrain
Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+;BHD 30,400;3;6;435;250;4 Seater;mercedes-benz;bahrain
Lotus Exige 2021 Sport 410;BHD 38,500;3.5;6;410;290;2 Seater;lotus;bahrain
Lincoln Continental 2021 3.0T Reserve;BHD 30,500;3;6;400;250;5 Seater;lincoln;bahrain
Land Rover Discovery 2021 3.0L SC V6 HSE Luxury;BHD 30,200;3;6;335;215;7 Seater;land-rover;bahrain
Jaguar F-Type Convertible 2021 3.0L V6 R-Dynamic (340 PS);BHD 31,200;3;6;335;260;2 Seater;jaguar;bahrain
BMW X3 2021 m40i xDrive;BHD 30,500;3;6;360;250;5 Seater;bmw;bahrain
BMW 5 Series Gran Turismo 2021 535i xDrive;BHD 30,500;3;6;306;250;5 Seater;bmw;bahrain
Jaguar F-Type Coupe 2021 3.0L V6 (380 PS);BHD 30,800;3;6;377;275;2 Seater;jaguar;bahrain
Jaguar F-Type Convertible 2021 3.0L V6;BHD 31,900;3;6;335;260;2 Seater;jaguar;bahrain
Porsche Cayenne Coupe 2021 E-Hybrid;BHD 40,793;3;6;462;253;5 Seater;porsche;bahrain
Mercedes-Benz C Class Cabriolet 2021 C AMG 53 4MATIC+ Cabriolet;BHD 32,700;3;6;435;250;4 Seater;mercedes-benz;bahrain
Land Rover Discovery 2021 3.0L SC V6 First Edition;BHD 32,000;3;6;335;215;7 Seater;land-rover;bahrain
Lincoln Continental 2021 3.0T Presidential;BHD 32,500;3;6;400;250;5 Seater;lincoln;bahrain
BMW 2 Series Convertible 2021 m240i;BHD 32,500;3;6;340;250;4 Seater;bmw;bahrain
Lexus RC F 2021 5.0L Platinum;BHD 31,900;5;8;471;270;4 Seater;lexus;bahrain
Mercedes-Benz E-Class Coupe 2021 E 500;BHD 32,700;5.5;8;408;250;4 Seater;mercedes-benz;bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC;BHD 31,900;3;6;333;250;4 Seater;mercedes-benz;bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 400;BHD 31,900;3;6;333;250;4 Seater;mercedes-benz;bahrain
Mercedes-Benz CLS-Class 2021 CLS 350;BHD 32,900;2;4;299;250;4 Seater;mercedes-benz;bahrain
Maserati Levante 2021 3.0T V6;BHD 36,500;3;6;350;251;5 Seater;maserati;bahrain
Mercedes-Benz C-Class 2021 C 450;BHD 33,000;3;6;362;250;5 Seater;mercedes-benz;bahrain
Mercedes-Benz E-Class Cabriolet 2021 E 500;BHD 33,800;4.7;8;408;250;4 Seater;mercedes-benz;bahrain
Dodge Challenger 2021 6.2L Hellcat Widebody A/T;BHD 34,900;6.2;8;707;314;5 Seater;dodge;bahrain
Audi Q7 2021 45 TFSI Design quattro (333 HP);BHD 33,400;3;6;333;250;5 Seater;audi;bahrain
Dodge Challenger 2021 6.2L Hellcat Red Eye A/T;BHD 41,200;6.2;8;797;327;5 Seater;dodge;bahrain
Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic (380 PS);BHD 32,900;3;6;380;275;2 Seater;jaguar;bahrain
Land Rover Range Rover Sport 2021 3.0L SC V6 SE (340 PS);BHD 32,900;3;6;335;210;5 Seater;land-rover;bahrain
